YEAR,FIRE NAME,UNIT,AGENCY,CAUSE,OBJECTIVE,REPORT ACRES,GIS ACRES,COMMENTS
1970,TERRACE HILL,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,848",
1970,TECTATE,San Diego CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,755",
1970,HOWELL,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,746",
1970,VIRGINIA,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,737",
1970,WILLIAMS,Tuolumne - Calaveras CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,702",
1970,BEAR MOUNTAIN #1,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"1,610",
1970,WPRR #9,Santa Clara CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,533",
1970,BOX #11,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,518",
1970,JAMES,Sequoia National Forest,USDA Forest Service,Equipment Use,Suppression (Wildfire),"1,400","1,512",
1970,,San Bernardino National Forest,USDA Forest Service,Campfire,Suppression (Wildfire),"1,445","1,483",
1970,,Eldorado National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,455",
1970,POPLAR,Ventura County,Contract County,Miscellaneous,Suppression (Wildfire),0,"1,421",
1970,BOUNDARY,Riverside CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),0,"1,416",
1970,RIPLEY LEASE,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"1,371",
1970,THEATER,San Diego CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,192",
1970,JURUPA (RAILROAD #16),Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,157",
1970,VERDIMONT,San Bernardino CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,101",
1970,BELL,Plumas National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,082",
1970,MEETING FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"1,013",
1970,POWER HOUSE,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,918,
1970,BOLAM,Shasta-Trinity National Forest,USDA Forest Service,Railroad,Suppression (Wildfire),960,852,
1970,FRESNO RIFLE #2,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,794,
1970,SCHOOL HOUSE CREEK,Sonoma CDF (old),California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,773,
1970,MINER,Humboldt - Del Norte CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,748,
1970,OLD TEJON RANCH,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,719,
1970,GULF OIL CORPORATION,Santa Barbara County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,697,
1970,POWERHOUSE,Sequoia National Forest,USDA Forest Service,Smoking,Suppression (Wildfire),702,692,
1970,MARTIN,Madera - Mariposa CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,682,
1970,BOULDER #2,San Diego CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,657,
1970,CARTER,Monterey - San Benito CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,647,
1970,LOS LAURELES,Monterey - San Benito CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,632,
1970,ORTIGALITA RIDGE,Madera - Mariposa CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,599,
1970,LONG RIDGE,Madera - Mariposa CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),0,598,
1970,CAMP FAR WEST,Nevada - Yuba - Placer CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,589,
1970,G.P. #6,Humboldt - Del Norte CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,567,
1970,CASCO RAILROAD #26,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,553,
1970,VAQUERO,Santa Clara CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,551,
1970,JORDAN (ROADSIDE #70),Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,540,
1970,GULCH FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,512,
1970,,Angeles National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,502,
1970,FPD #92 (AL),San Bernardino CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,500,
1970,SILVEY #2,Sonoma - Lake - Napa CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,497,
1970,,Cleveland National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,496,
1970,GIBBON,Tulare County,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,493,
1970,INDIAN CREEK,Sonoma - Lake - Napa CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,487,
1970,BLACKWELL LAND CO.,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,464,
1970,BANNISTER,Santa Clara CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,454,
1970,WILEY,Ventura County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,449,
1970,TASSAJARA,Santa Clara CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,449,
1970,U3-RANCH,Tuolumne - Calaveras CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,447,
1970,SPRINGS,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,445,
1970,WOLF,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,427,
1970,BUBBS CRE,Sequoia - Kings Canyon NP,National Park Service,Lightning,Resource Benefit (WFU),452,424,
1970,BAILEY FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,416,
1970,EL TORO,Orange County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,413,
1970,STWARTVILLE,Santa Clara CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,408,
1970,CORONA,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,400,
1970,WILLOW ROAD,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,392,
1970,GLASCOCK MTN.,Sonoma - Lake - Napa CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,385,
1970,JACINTO,Nevada - Yuba - Placer CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,385,
1970,YPARRAGUIRRE,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,365,
1970,PINE LOG,Stanislaus National Forest,USDA Forest Service,Campfire,Suppression (Wildfire),450,357,20090305
1970,SONNE,Monterey - San Benito CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,355,
1970,HONBY FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,352,
1970,WYLIE,Madera - Mariposa CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),0,340,
1970,STWEWARTVILLE #2,Santa Clara CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,335,
1970,PROJECT,Sequoia National Forest,USDA Forest Service,Equipment Use,Suppression (Wildfire),435,327,
1970,JOHNSON SERIES,Mendocino CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,326,
1970,COLIMA FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,323,
1970,BOX,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,317,
1970,WINNET FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,305,
1970,MOTHER'S DAY,Madera - Mariposa CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,305,
1970,POLLOCK PINES,Amador - El Dorado CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,301,
1970,PONDEROSA,Nevada - Yuba - Placer CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,297,
1970,RUMSEY SERIES,Sonoma - Lake - Napa CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,292,
1970,MELENDY,Monterey - San Benito CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,290,
1970,GRIGORY,Monterey - San Benito CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,290,
1970,SHOCKLEY,Nevada - Yuba - Placer CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,286,
1970,JACKSON,Santa Clara CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,283,
1970,HILTON,Modoc National Forest,USDA Forest Service,Equipment Use,Suppression (Wildfire),265,253,
1970,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,240,
1970,,San Bernardino National Forest,USDA Forest Service,Smoking,Suppression (Wildfire),208,212,
1970,GOLF COURSE FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,201,
1970,EL MONTE,Cleveland National Forest,USDA Forest Service,Playing with fire,Suppression (Wildfire),130,196,
1970,SHELL OIL CO.,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,186,
1970,HUME,Sequoia National Forest,USDA Forest Service,Arson,Suppression (Wildfire),175,179,
1970,HACIENDA FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,176,
1970,SAN DIMAS FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,174,
1970,LOOKOUT P,Sequoia - Kings Canyon NP,National Park Service,Smoking,Suppression (Wildfire),224,170,
1970,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,166,
1970,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,162,
1970,ERICKSON,Klamath National Forest,USDA Forest Service,Smoking,Suppression (Wildfire),288,153,
1970,,Los Padres National Forest,USDA Forest Service,Debris,Suppression (Wildfire),285,148,
1970,WHITE HORSE FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,144,
1970,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,142,
1970,OAT CANYON,Tulare County,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,139,
1970,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,126,
1970,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,124,
1970,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,121,
1970,,Pinnacles National Park,National Park Service,Unknown / Unidentified,Suppression (Wildfire),116,116,Greenlee & Moldenke only mpd to prk bndry
1970,,San Bernardino National Forest,USDA Forest Service,Arson,Suppression (Wildfire),115,112,
1970,ALPINE DAM,Marin County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,111,
1970,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,109,
1970,,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,109,
1970,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),90,108,
1970,RIM,Stanislaus National Forest,USDA Forest Service,Debris,Suppression (Wildfire),40,106,20090305
1970,BARRETT,Cleveland National Forest,USDA Forest Service,Campfire,Suppression (Wildfire),105,105,
1970,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,102,
1970,RYE FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,102,
1970,,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,101,
1970,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,100,
1969,,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"19,513",
1969,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"15,757",
1969,MOOSA,San Diego CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),0,"6,944",
1969,LIGHTNING #36,Madera - Mariposa CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"4,662",
1969,WELDON FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"4,010",
1969,PUTR PLANTING,Northern CA District - BLM,Bureau of Land Management,Unknown / Unidentified,Suppression (Wildfire),0,"2,582",
1969,BIG CREEK,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),0,"2,476",
1969,,Cleveland National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"2,233",
1969,BURROUGH (VALLEY),Fresno-Kings CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"2,228",
1969,CAPITAL CANYON,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"2,175",
1969,WILKINSON,Monterey - San Benito CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,958",
1969,PILOT,San Bernardino CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,880",
1969,TORREY CANYON,Ventura County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"1,655",
1969,LIGHTNING #6/BRUSHY,Tehama - Glenn CDF,California Department of Forestry and Fire Protection,Lightning,Suppression (Wildfire),0,"1,427",
1969,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,165",
1969,BRYAN,Monterey - San Benito CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"1,061",
1969,AVENAL CANYON,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),0,983,
1969,RUDNICK #3,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,972,
1969,SAN FRAN FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,857,
1969,BITTER FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,817,
1969,,Lassen National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,746,
1969,BOLE FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,715,
1969,,Cleveland National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,669,
1969,KISTLER,Tuolumne - Calaveras CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,657,
1969,RENO,Butte CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,641,
1969,,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,635,
1969,MANZANITA,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,631,
1969,PAYNE,Santa Barbara County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,627,
1969,OTT,Tehama - Glenn CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,625,
1969,,Sequoia National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,577,
1969,BUELL,Santa Barbara County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,540,
1969,VALENCIA FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,537,
